study_hours,attendance_percent,final_score
3.745401188473625,59.25664644193098,53.97877281890818
9.50714306409916,77.0950473689179,82.88828292667341
7.319939418114051,93.64729179382041,85.10915629158706
5.986584841970366,86.61124432047806,83.60336773218665
1.5601864044243652,90.32805739307248,72.4750090979517
1.5599452033620265,82.93916833553587,53.089741807305415
0.5808361216819946,84.61382822589262,72.63437864409099
8.661761457749352,92.45978257826596,89.6737445940515
6.011150117432088,62.483400442959294,72.57594765913177
7.080725777960454,74.47124818215703,73.19216077501068
0.20584494295802447,61.06047209098011,24.899118796396714
9.699098521619943,99.38340039983235,100.0
8.324426408004218,97.20296698433066,99.8270346982404
2.1233911067827616,51.9713405684253,51.2716910264765
1.8182496720710062,85.27875862578442,63.52653344826807
1.8340450985343382,96.26241587078329,71.37429733241333
3.0424224295953772,59.02876725636668,44.252861326426085
5.247564316322379,78.39726152763147,69.21890895011602
4.319450186421157,95.77441487940209,83.95277200572352
2.9122914019804194,51.69729892928994,44.61546105501617
6.118528947223795,84.871013362342,82.87099911926407
1.3949386065204183,64.86745036862754,41.474171490435886
2.9214464853521815,96.21980976882652,75.21602869639194
3.663618432936917,98.55291225826839,73.86393258625336
4.56069984217036,97.2133244556717,61.25547854632785
7.851759613930136,73.71071083287319,95.16764525015421
1.9967378215835974,93.10213254946567,58.5716752831936
5.142344384136116,92.22746992675351,70.1350941444267
5.924145688620425,65.95502366216279,75.48878182543996
0.46450412719997725,91.44577370753387,70.77812211534723
6.075448519014383,51.85038173577463,59.698690407005955
1.7052412368729153,79.81349392410266,61.381811623202175
0.6505159298527952,61.50044186438515,55.340361282032454
9.488855372533333,56.02834428886394,91.69498084942396
9.656320330745594,53.84766008146046,86.54399490019276
8.08397348116461,84.81443879390699,84.10994717199732
3.0461376917337066,66.9937481884033,54.006773016968616
0.9767211400638387,86.23833857643807,60.63982496365052
6.842330265121569,53.26781703994712,62.62827605261434
4.4015249373960135,65.76451689153052,38.12194998209714
1.2203823484477883,76.97456461876686,62.33949682099789
4.951769101112702,89.53615824194817,85.70727228789721
0.34388521115218396,65.9376251466035,27.5275040331714
9.093204020787821,81.29456882185046,80.66387968260705
2.587799816000169,94.29888741180936,74.83240809759545
6.62522284353982,80.79315940911523,100.0
3.1171107608941098,61.64797373768169,61.17077224163502
5.200680211778108,51.220039077826904,58.888703158169164
5.4671027934327965,93.50494369504649,78.09092987119672
1.8485445552552704,51.063470542519354,66.46198357525873
9.695846277645586,93.73508363420997,90.44426840959997
7.7513282336111455,76.4468567013606,75.94744987835023
9.394989415641891,96.95338492564481,91.83853791844068
8.948273504276488,89.93916178868326,83.2415564711238
5.978999788110851,99.89670552666688,85.11171397039142
9.218742350231167,67.53559077258551,100.0
0.884925020519195,88.35941444655634,63.27831714720398
1.959828624191452,70.09654568046211,56.34474317964157
0.45227288910538066,73.99378101519544,51.089113171824714
3.2533033076326436,81.37527316091851,51.79388709183956
3.8867728968948203,93.68385570931694,82.48334607184596
2.713490317738959,99.20417345996475,69.83684133881724
8.287375091519294,88.41367069322591,87.86880243813869
3.567533266935893,70.8883391083667,97.46771047870219
2.8093450968738076,71.06785011385351,65.54526450530814
5.426960831582485,86.87911507944457,70.25366734921147
1.4092422497476265,61.938857288415115,49.95505022345961
8.021969807540398,55.52370565656973,90.22944801910006
0.7455064367977082,67.73110788203883,54.43406221718013
9.868869366005173,64.36194958270409,74.40128255565824
7.722447692966574,64.81540602279951,89.5267019244582
1.987156815341724,61.680387552495496,49.77130267172561
0.05522117123602399,52.104659481818096,64.58526029166498
8.154614284548341,50.89369673667069,88.68704681634105
7.068573438476172,99.38611948680158,83.61691064335764
7.2900716804098735,71.38865668679311,93.38704734502855
7.712703466859457,69.21633235798409,82.29426868010708
0.7404465173409036,83.9823641346535,66.68423206098186
3.5846572854427263,60.91269439325321,67.45976563269161
1.1586905952512971,97.49805919751127,55.42061359034983
8.631034258755935,89.31725072077761,84.8838139280824
6.232981268275579,54.47055011561297,81.57269828359782
3.308980248526492,70.87903878924642,61.15187930981449
0.6355835028602363,93.95591537810823,56.69262399245345
3.109823217156622,97.23660111457052,62.05904740950412
3.2518332202674705,73.37007556249348,69.25434620575254
7.29606178338064,80.67056946053539,100.0
6.3755747135521315,58.35169730460376,62.332478903046926
8.872127425763265,99.55843130684883,95.5982336618353
4.722149251619493,61.58358506917217,81.48587808138392
1.195942459383017,97.13658870675629,63.1283325371018
7.13244787222995,82.48233244961843,87.79820918630267
7.607850486168974,80.38683974394296,73.92351858638999
5.612771975694963,75.63442555082543,79.42448654010397
7.70967179954561,61.53349058588793,77.42729172390332
4.937955963643907,58.82640160027541,77.25704429145688
5.227328293819941,61.02431045350877,81.0904668269799
4.275410183585496,59.32191310721272,90.79385108669194
0.2541912674409519,88.97922367833766,63.50686390540086
1.0789142699330445,67.5062629583365,57.82549913305479
0.3142918568673425,52.89213382816982,49.068650591693675
6.364104112637804,98.45513150704056,81.4612929745565
3.143559810763267,94.18929424817128,74.21586595212136
5.085706911647028,96.38761415976064,76.30509779312601
9.07566473926093,99.74539113232177,97.9108860594364
2.4929222914887497,58.69476246097437,70.7560932603269
4.103829230356297,69.81210094513294,57.293521552168656
7.555511385430487,87.91192378520456,97.99440828857377
2.2879816549162246,84.80103090268962,77.76338656387043
0.7697990982879299,57.69479531699275,49.20694971833876
2.8975145291376805,90.79165624953089,47.60900600132403
1.6122128725400442,61.22202859183303,48.73724019676576
9.29697652342573,61.19088074113115,98.51511578165335
8.08120379564417,76.84872114467068,85.15075090298906
6.334037565104235,79.64699674208516,69.23722696009338
8.714605901877178,79.00431039189056,83.5119675127937
8.036720768991145,54.574341869887746,86.92538590197643
1.8657005888603584,93.87304313151901,71.09205097691093
8.925589984899778,63.2800021294353,82.29703958673275
5.393422419156507,56.47574606414021,64.84816937772122
8.074401551640625,94.43740399344885,86.71124591415894
8.960912999234932,97.78257491148767,85.954322625401
3.1800347497186388,93.10638086327253,86.80581015255073
1.1005192452767676,90.4758037362439,58.32161340986684
2.279351625419417,82.76209903195108,76.11762141951796
4.271077886262563,77.54286853045697,85.56033262341185
8.18014765922493,54.34933799557051,89.00850101705048
8.607305832563434,70.42266065353493,81.23981839913372
0.06952130531190703,68.6344258506157,54.905713879798434
5.107473025775658,62.98768918801631,69.08424279559837
4.17411003148779,86.17100568442925,63.51072322397866
2.2210781047073027,74.79378675393853,64.5660412622268
1.198653673336828,54.0523107953824,39.21991002036401
3.3761517140362796,61.009160097490565,73.68414877000792
9.429097039125192,84.1629381829798,88.31909663841078
3.2320293202075523,53.80654297451501,61.081676731913106
5.187906217433661,92.56034570243844,81.3526072959276
7.030189588951778,74.75732635069872,77.95890652397594
3.63629602379294,74.0293288663324,72.62092076982422
9.717820827209607,79.62038923297588,88.00836351250595
9.624472949421111,91.23404829625746,100.0
2.5178229582536416,67.39046039510966,46.82863314907998
4.972485058923855,83.90080762795318,76.32397831954549
3.0087830981676964,78.28659819978955,84.9104018431905
2.848404943774676,63.35141350847107,50.395730581584274
0.36886947354532795,93.9314993177579,52.87747798426017
6.095643339798968,89.8713010803464,86.48304217988894
5.026790232288615,82.92259173292128,76.77975626842682
